title,link,category
Kenapa Tidak Ada Pemain Persib Masuk Timnas Indonesia?,https://www.cnnindonesia.com/olahraga/20250519165216-142-1230836/kenapa-tidak-ada-pemain-persib-masuk-timnas-indonesia,olahraga
Rute Pawai Juara Persib: Dari Balai Kota ke Gedung Sate,https://www.cnnindonesia.com/olahraga/20250519164924-142-1230835/rute-pawai-juara-persib-dari-balai-kota-ke-gedung-sate,olahraga
VIDEO: Messi dan Inter Miami Tak Berdaya Dibantai Orlando City,https://www.cnnindonesia.com/olahraga/20250519131905-146-1230724/video-messi-dan-inter-miami-tak-berdaya-dibantai-orlando-city,olahraga
Timnas Voli Putri Mulai Latihan Selasa 20 Mei: Megawati cs Menuju AVC,https://www.cnnindonesia.com/olahraga/20250519161602-178-1230818/timnas-voli-putri-mulai-latihan-selasa-20-mei-megawati-cs-menuju-avc,olahraga
Media China Soroti Timnas Indonesia: Pemain Liga 1 Dikasih Unjuk Gigi,https://www.cnnindonesia.com/olahraga/20250519122857-142-1230681/media-china-soroti-timnas-indonesia-pemain-liga-1-dikasih-unjuk-gigi,olahraga
5 Pemain Baru Timnas Indonesia Era Kluivert,https://www.cnnindonesia.com/olahraga/20250519151619-142-1230785/5-pemain-baru-timnas-indonesia-era-kluivert,olahraga
"Ronaldo Bisa Tinggalkan Al Nassr, demi Main di Piala Dunia Antarklub",https://www.cnnindonesia.com/olahraga/20250519135927-142-1230738/ronaldo-bisa-tinggalkan-al-nassr-demi-main-di-piala-dunia-antarklub,olahraga
"Stefano Lilipaly Comeback, Kapan Terakhir Bela Timnas Indonesia?",https://www.cnnindonesia.com/olahraga/20250519141747-142-1230749/stefano-lilipaly-comeback-kapan-terakhir-bela-timnas-indonesia,olahraga
"Inter Miami Keok Lagi, Messi Enggak Bisa Berkutik",https://www.cnnindonesia.com/olahraga/20250519141956-142-1230757/inter-miami-keok-lagi-messi-enggak-bisa-berkutik,olahraga
"Bagnaia Lebih Unggul di MotoGP Inggris, Kans Kalahkan Marquez",https://www.cnnindonesia.com/olahraga/20250519130449-156-1230702/bagnaia-lebih-unggul-di-motogp-inggris-kans-kalahkan-marquez,olahraga
"Hitung-hitungan Barito, Semen Padang, dan PSS Selamat dari Degradasi",https://www.cnnindonesia.com/olahraga/20250519131007-142-1230713/hitung-hitungan-barito-semen-padang-dan-pss-selamat-dari-degradasi,olahraga
Media China Waswas 'Lempar Granat' Arhan di Timnas Indonesia,https://www.cnnindonesia.com/olahraga/20250519130448-142-1230701/media-china-waswas-lempar-granat-arhan-di-timnas-indonesia,olahraga
"Yoel Juara Arthayasa Open, Berambisi Akhiri Paceklik Emas Dressage",https://www.cnnindonesia.com/olahraga/20250519125047-178-1230697/yoel-juara-arthayasa-open-berambisi-akhiri-paceklik-emas-dressage,olahraga
Media China: Timnas China Sulit Dapat Poin Lawan Indonesia,https://www.cnnindonesia.com/olahraga/20250519123039-142-1230682/media-china-timnas-china-sulit-dapat-poin-lawan-indonesia,olahraga
Jadwal Lengkap MotoGP Inggris 2025,https://www.cnnindonesia.com/olahraga/20250519112416-156-1230652/jadwal-lengkap-motogp-inggris-2025,olahraga
Jadwal Tottenham vs MU di Final Liga Europa,https://www.cnnindonesia.com/olahraga/20250519105254-142-1230643/jadwal-tottenham-vs-mu-di-final-liga-europa,olahraga
"Menyedihkan, AC Milan Tidak Bermain di Eropa Musim Depan",https://www.cnnindonesia.com/olahraga/20250519105110-142-1230641/menyedihkan-ac-milan-tidak-bermain-di-eropa-musim-depan,olahraga
"Cristiano Jr Cetak 2 Gol, Warisan Ronaldo Bisa Berlanjut",https://www.cnnindonesia.com/olahraga/20250519103815-142-1230629/cristiano-jr-cetak-2-gol-warisan-ronaldo-bisa-berlanjut,olahraga
"FOTO: Semen Padang Imbang, Degradasi Liga 1 Panas Sampai Akhir",https://www.cnnindonesia.com/olahraga/20250519100415-144-1230616/foto-semen-padang-imbang-degradasi-liga-1-panas-sampai-akhir,olahraga
"Topuria Ngebet Lawan Makhachev, Rela Kejar ke Kelas Welter UFC",https://www.cnnindonesia.com/olahraga/20250519095702-178-1230614/topuria-ngebet-lawan-makhachev-rela-kejar-ke-kelas-welter-ufc,olahraga
2 Skenario Jay Idzes Dkk Selamat dari Degradasi Serie A,https://www.cnnindonesia.com/olahraga/20250519093332-142-1230596/2-skenario-jay-idzes-dkk-selamat-dari-degradasi-serie-a,olahraga
"Messi Buang Peluang, Inter Miami Dibantai Orlando City 0-3",https://www.cnnindonesia.com/olahraga/20250519090308-142-1230585/messi-buang-peluang-inter-miami-dibantai-orlando-city-0-3,olahraga
Kata-kata Erick Thohir Usai Kluivert Pilih Pemain Timnas Indonesia,https://www.cnnindonesia.com/olahraga/20250519081553-142-1230580/kata-kata-erick-thohir-usai-kluivert-pilih-pemain-timnas-indonesia,olahraga
3 Pengganti Ragnar Oratmangoen di Timnas Indonesia,https://www.cnnindonesia.com/olahraga/20250519074840-142-1230575/3-pengganti-ragnar-oratmangoen-di-timnas-indonesia,olahraga
"War Tiket Sisa Indonesia vs China, Ini Cara Belinya",https://www.cnnindonesia.com/olahraga/20250519014509-142-1230546/war-tiket-sisa-indonesia-vs-china-ini-cara-belinya,olahraga
"Top 3 Sports: Cristiano Jr Cetak Gol, Ragnar Absen di Timnas Indonesia",https://www.cnnindonesia.com/olahraga/20250519064155-178-1230564/top-3-sports-cristiano-jr-cetak-gol-ragnar-absen-di-timnas-indonesia,olahraga
3 Syarat Semen Padang Selamat dari Degradasi di Liga 1 2024/2025,https://www.cnnindonesia.com/olahraga/20250518230733-142-1230535/3-syarat-semen-padang-selamat-dari-degradasi-di-liga-1-2024-2025,olahraga
Link Beli Tiket Indonesia vs China di Kita Garuda,https://www.cnnindonesia.com/olahraga/20250519013036-142-1230544/link-beli-tiket-indonesia-vs-china-di-kita-garuda,olahraga
Kenapa Ragnar Oratmangoen Tak Dipanggil Timnas Indonesia?,https://www.cnnindonesia.com/olahraga/20250519023146-142-1230549/kenapa-ragnar-oratmangoen-tak-dipanggil-timnas-indonesia,olahraga
Reaksi Ronaldo Usai sang Anak Cetak 2 Gol Indah di Portugal U-15,https://www.cnnindonesia.com/olahraga/20250519043457-142-1230555/reaksi-ronaldo-usai-sang-anak-cetak-2-gol-indah-di-portugal-u-15,olahraga
"Klasemen Serie A: Inter Gagal ke Puncak, Jay Idzes Cs ke Zona Merah",https://www.cnnindonesia.com/olahraga/20250519040858-142-1230554/klasemen-serie-a-inter-gagal-ke-puncak-jay-idzes-cs-ke-zona-merah,olahraga
"Hasil Liga Italia: Inter Ditahan Dramatis Lazio, 2 Pelatih Diusir",https://www.cnnindonesia.com/olahraga/20250519031130-142-1230551/hasil-liga-italia-inter-ditahan-dramatis-lazio-2-pelatih-diusir,olahraga
"Hasil Liga Italia: Jay Idzes Cs Dibantai, Venezia Masuk Zona Degradasi",https://www.cnnindonesia.com/olahraga/20250519030511-142-1230550/hasil-liga-italia-jay-idzes-cs-dibantai-venezia-masuk-zona-degradasi,olahraga
"Jadwal Penentu Tim Degradasi: Semen Padang, PSS, Barito Main Serentak",https://www.cnnindonesia.com/olahraga/20250519000259-142-1230540/jadwal-penentu-tim-degradasi-semen-padang-pss-barito-main-serentak,olahraga
"Hasil La Liga: Barcelona Kalah Dramatis, Madrid Menang Lawan 9 Pemain",https://www.cnnindonesia.com/olahraga/20250519021027-142-1230547/hasil-la-liga-barcelona-kalah-dramatis-madrid-menang-lawan-9-pemain,olahraga
Real Madrid Khawatir Lihat Penurunan Performa Bellingham,https://www.cnnindonesia.com/olahraga/20250518210721-142-1230527/real-madrid-khawatir-lihat-penurunan-performa-bellingham,olahraga
"Hasil Liga Inggris: Ribut di Ujung Laga, Arsenal Hajar Newcastle",https://www.cnnindonesia.com/olahraga/20250518233833-142-1230537/hasil-liga-inggris-ribut-di-ujung-laga-arsenal-hajar-newcastle,olahraga
"Cristiano Ronaldo Jr Cetak 2 Gol Indah, Bawa Portugal U-15 Juara",https://www.cnnindonesia.com/olahraga/20250518235137-142-1230539/cristiano-ronaldo-jr-cetak-2-gol-indah-bawa-portugal-u-15-juara,olahraga
Yakob dan Yance Sayuri Bersyukur Dipanggil Timnas Indonesia,https://www.cnnindonesia.com/olahraga/20250518194439-142-1230521/yakob-dan-yance-sayuri-bersyukur-dipanggil-timnas-indonesia,olahraga
"Trauma 2017, Andre Rosiade Minta Wasit Asing di Arema vs Semen Padang",https://www.cnnindonesia.com/olahraga/20250518225639-142-1230534/trauma-2017-andre-rosiade-minta-wasit-asing-di-arema-vs-semen-padang,olahraga
Klasemen Liga 1 Usai Semen Padang Gagal Menang Lawan Persik,https://www.cnnindonesia.com/olahraga/20250518222523-142-1230532/klasemen-liga-1-usai-semen-padang-gagal-menang-lawan-persik,olahraga
Hasil Abroad: Verdonk Kapten NEC Menang hingga Banjir Gol Tim James,https://www.cnnindonesia.com/olahraga/20250518220523-142-1230531/hasil-abroad-verdonk-kapten-nec-menang-hingga-banjir-gol-tim-james,olahraga
"Hasil F1 GP Emilia Romagna: Verstappen Menang, Hamilton Keempat",https://www.cnnindonesia.com/olahraga/20250518211839-163-1230528/hasil-f1-gp-emilia-romagna-verstappen-menang-hamilton-keempat,olahraga
"Hasil Liga 1: Ernando Ari Kartu Merah, Borneo FC vs Persebaya Imbang",https://www.cnnindonesia.com/olahraga/20250518205635-142-1230525/hasil-liga-1-ernando-ari-kartu-merah-borneo-fc-vs-persebaya-imbang,olahraga
Rooney Sindir Haaland Tak Ambil Penalti di Final Piala FA,https://www.cnnindonesia.com/olahraga/20250518201838-142-1230523/rooney-sindir-haaland-tak-ambil-penalti-di-final-piala-fa,olahraga
"Jadwal Semen Padang, PSS, dan Barito Putera di Pekan Terakhir Liga 1",https://www.cnnindonesia.com/olahraga/20250518191718-142-1230515/jadwal-semen-padang-pss-dan-barito-putera-di-pekan-terakhir-liga-1,olahraga
Semen Padang Buang Peluang Emas untuk Selamat dari Degradasi Liga 1,https://www.cnnindonesia.com/olahraga/20250518183104-142-1230512/semen-padang-buang-peluang-emas-untuk-selamat-dari-degradasi-liga-1,olahraga
Makian Guardiola ke Henderson Terungkap: Kamu Memalukan,https://www.cnnindonesia.com/olahraga/20250518150932-142-1230462/makian-guardiola-ke-henderson-terungkap-kamu-memalukan,olahraga
"Semen Padang Seri, Penentuan Degradasi Liga 1 Lanjut ke Pekan Terakhir",https://www.cnnindonesia.com/olahraga/20250518172525-142-1230494/semen-padang-seri-penentuan-degradasi-liga-1-lanjut-ke-pekan-terakhir,olahraga
"Ciamik di Malut United, Yance dan Yakob Sayuri Dapat Tempat di Timnas",https://www.cnnindonesia.com/olahraga/20250518163123-142-1230473/ciamik-di-malut-united-yance-dan-yakob-sayuri-dapat-tempat-di-timnas,olahraga
FOTO: Flare Menyala saat PSS Kalahkan Persija,https://www.cnnindonesia.com/olahraga/20250518093825-144-1230379/foto-flare-menyala-saat-pss-kalahkan-persija,olahraga
Cagliari vs Venezia: Jay Idzes dkk Siaga Satu Lari dari Zona Degradasi,https://www.cnnindonesia.com/olahraga/20250518141958-142-1230454/cagliari-vs-venezia-jay-idzes-dkk-siaga-satu-lari-dari-zona-degradasi,olahraga
FOTO: Parade Pesta Juara Barcelona,https://www.cnnindonesia.com/olahraga/20250518115233-144-1230415/foto-parade-pesta-juara-barcelona,olahraga
Kata-kata Ragnar Oratmangoen yang Absen Bela Timnas Indonesia,https://www.cnnindonesia.com/olahraga/20250518140942-142-1230451/kata-kata-ragnar-oratmangoen-yang-absen-bela-timnas-indonesia,olahraga
Shayne Pattynama Disebut Bakal Gabung Buriram United,https://www.cnnindonesia.com/olahraga/20250518133954-142-1230446/shayne-pattynama-disebut-bakal-gabung-buriram-united,olahraga
Timnas Indonesia Diperkuat 21 Pemain Abroad Lawan China dan Jepang,https://www.cnnindonesia.com/olahraga/20250518125345-142-1230439/timnas-indonesia-diperkuat-21-pemain-abroad-lawan-china-dan-jepang,olahraga
Jeka Saragih Resmi Bertarung Lawan Joo Sang Yoo di UFC 316,https://www.cnnindonesia.com/olahraga/20250518122148-178-1230429/jeka-saragih-resmi-bertarung-lawan-joo-sang-yoo-di-ufc-316,olahraga
Hasil UFC: Morales Hajar Burns,https://www.cnnindonesia.com/olahraga/20250518120244-178-1230425/hasil-ufc-morales-hajar-burns,olahraga
Siapa yang Lebih Buruk Jelang Final Liga Europa: MU atau Tottenham?,https://www.cnnindonesia.com/olahraga/20250518112537-142-1230411/siapa-yang-lebih-buruk-jelang-final-liga-europa-mu-atau-tottenham,olahraga
Bagaimana Persaingan Lini Depan Indonesia Usai Oratmangoen Absen?,https://www.cnnindonesia.com/olahraga/20250518105750-142-1230408/bagaimana-persaingan-lini-depan-indonesia-usai-oratmangoen-absen,olahraga
Alasan Ragnar Oratmangoen Tak Dipanggil Timnas Indonesia,https://www.cnnindonesia.com/olahraga/20250518101945-142-1230396/alasan-ragnar-oratmangoen-tak-dipanggil-timnas-indonesia,olahraga
5 Atlet yang Takut Terbang Naik Pesawat,https://www.cnnindonesia.com/olahraga/20250517211323-178-1230312/5-atlet-yang-takut-terbang-naik-pesawat,olahraga
"Como, Tim Terbaik Serie A Sejak April",https://www.cnnindonesia.com/olahraga/20250518092214-142-1230366/como-tim-terbaik-serie-a-sejak-april,olahraga
"Semen Padang vs Persik: Penentu Degradasi, PSS dan Barito Ikut Tegang",https://www.cnnindonesia.com/olahraga/20250518085310-142-1230362/semen-padang-vs-persik-penentu-degradasi-pss-dan-barito-ikut-tegang,olahraga
5 Fakta Mengejutkan Usai Crystal Palace Juara Piala FA,https://www.cnnindonesia.com/olahraga/20250518084308-142-1230361/5-fakta-mengejutkan-usai-crystal-palace-juara-piala-fa,olahraga
"Palermo Gagal ke Serie A, Peluang Besar Emil Audero Main Lawan China",https://www.cnnindonesia.com/olahraga/20250518081856-142-1230359/palermo-gagal-ke-serie-a-peluang-besar-emil-audero-main-lawan-china,olahraga
"Motor MotoGP vs Mobil F1, Lebih Cepat Mana?",https://www.cnnindonesia.com/olahraga/20250518080712-156-1230358/motor-motogp-vs-mobil-f1-lebih-cepat-mana,olahraga
"Top 3 Sports: Palace Juara FA Cup, Lilipaly Balik ke Timnas Indonesia",https://www.cnnindonesia.com/olahraga/20250518071907-178-1230355/top-3-sports-palace-juara-fa-cup-lilipaly-balik-ke-timnas-indonesia,olahraga
Respons Netizen Soal Skuad Timnas Indonesia: Elkan Baggott Mana?,https://www.cnnindonesia.com/olahraga/20250518070426-142-1230353/respons-netizen-soal-skuad-timnas-indonesia-elkan-baggott-mana,olahraga
Asnawi dan Stefano Lilipaly Kembali ke Timnas Indonesia,https://www.cnnindonesia.com/olahraga/20250518064043-142-1230351/asnawi-dan-stefano-lilipaly-kembali-ke-timnas-indonesia,olahraga
3 Tim Terancam Degradasi Usai Madura United dan Persis Selamat,https://www.cnnindonesia.com/olahraga/20250517202710-142-1230308/3-tim-terancam-degradasi-usai-madura-united-dan-persis-selamat,olahraga
Daftar 32 Pemain Timnas Indonesia Lawan China dan Jepang,https://www.cnnindonesia.com/olahraga/20250518061736-142-1230350/daftar-32-pemain-timnas-indonesia-lawan-china-dan-jepang,olahraga
Resmi: Nathan Tjoe-A-On Dipertahankan Swansea City,https://www.cnnindonesia.com/olahraga/20250518053605-142-1230349/resmi-nathan-tjoe-a-on-dipertahankan-swansea-city,olahraga
Hasil Banding: Sanksi Yuran Fernandes Dikurangi Jadi 3 Bulan,https://www.cnnindonesia.com/olahraga/20250517233126-142-1230320/hasil-banding-sanksi-yuran-fernandes-dikurangi-jadi-3-bulan,olahraga
Hasil Playoff: Emil Audero Gagal Bawa Palermo Promosi ke Serie A,https://www.cnnindonesia.com/olahraga/20250518051116-142-1230347/hasil-playoff-emil-audero-gagal-bawa-palermo-promosi-ke-serie-a,olahraga
Kata-kata Pelatih Crystal Palace Usai Juara FA Cup dan Hajar Man City,https://www.cnnindonesia.com/olahraga/20250518044023-142-1230346/kata-kata-pelatih-crystal-palace-usai-juara-fa-cup-dan-hajar-man-city,olahraga
Guardiola Sedih Man City Dihajar Crystal Palace di Final FA Cup,https://www.cnnindonesia.com/olahraga/20250518041850-142-1230343/guardiola-sedih-man-city-dihajar-crystal-palace-di-final-fa-cup,olahraga
"FOTO: Crystal Palace Juara FA Cup Usai Hajar Man City, Guardiola Murka",https://www.cnnindonesia.com/olahraga/20250518035153-144-1230334/foto-crystal-palace-juara-fa-cup-usai-hajar-man-city-guardiola-murka,olahraga
Henderson Persembahkan Gelar Juara FA Cup untuk Mendiang Ayah,https://www.cnnindonesia.com/olahraga/20250518021640-142-1230333/henderson-persembahkan-gelar-juara-fa-cup-untuk-mendiang-ayah,olahraga
Guardiola dan Henderson Cekcok Usai Man City Dihajar Crystal Palace,https://www.cnnindonesia.com/olahraga/20250518014703-142-1230332/guardiola-dan-henderson-cekcok-usai-man-city-dihajar-crystal-palace,olahraga
Man City Resmi Tanpa Gelar di Musim 2024/2025,https://www.cnnindonesia.com/olahraga/20250518002605-142-1230328/man-city-resmi-tanpa-gelar-di-musim-2024-2025,olahraga
Hasil Final Piala FA: Crystal Palace Juara Usai Hajar Man City,https://www.cnnindonesia.com/olahraga/20250518000954-142-1230326/hasil-final-piala-fa-crystal-palace-juara-usai-hajar-man-city,olahraga
Kontroversi Henderson Lolos Kartu Merah Usai Tepis Bola di Luar Kotak,https://www.cnnindonesia.com/olahraga/20250517235948-142-1230321/kontroversi-henderson-lolos-kartu-merah-usai-tepis-bola-di-luar-kotak,olahraga
"Hasil Babak 1: Penalti Gagal, Man City Tertinggal dari Crystal Palace",https://www.cnnindonesia.com/olahraga/20250517230511-142-1230318/hasil-babak-1-penalti-gagal-man-city-tertinggal-dari-crystal-palace,olahraga
"Tiba di Indonesia, Kluivert dan 3 Asisten Timnas Bagi Tugas di Liga 1",https://www.cnnindonesia.com/olahraga/20250517225030-142-1230317/tiba-di-indonesia-kluivert-dan-3-asisten-timnas-bagi-tugas-di-liga-1,olahraga
"Geram, Suporter PSS Kecam Manajemen di Laga Lawan Persija",https://www.cnnindonesia.com/olahraga/20250517221140-142-1230316/geram-suporter-pss-kecam-manajemen-di-laga-lawan-persija,olahraga
Klasemen Liga 1 Usai PSS Menang Dramatis atas Persija,https://www.cnnindonesia.com/olahraga/20250517212302-142-1230313/klasemen-liga-1-usai-pss-menang-dramatis-atas-persija,olahraga
"Hasil Liga 1: Laga Sempat Terhenti, PSS Menang 2-1 Atas Persija",https://www.cnnindonesia.com/olahraga/20250517212655-142-1230314/hasil-liga-1-laga-sempat-terhenti-pss-menang-2-1-atas-persija,olahraga
"Suporter PSS Nyalakan Flare, Laga Lawan Persija Dihentikan",https://www.cnnindonesia.com/olahraga/20250517204509-142-1230310/suporter-pss-nyalakan-flare-laga-lawan-persija-dihentikan,olahraga
Link Live Streaming Crystal Palace vs Man City di Final Piala FA,https://www.cnnindonesia.com/olahraga/20250517132743-142-1230221/link-live-streaming-crystal-palace-vs-man-city-di-final-piala-fa,olahraga
Astra Catat Valuasi Ekspor UMKM Rp349 M dalam 4 Tahun,https://www.cnnindonesia.com/ekonomi/20250519191254-92-1230892/astra-catat-valuasi-ekspor-umkm-rp349-m-dalam-4-tahun,ekonomi
FOTO: Geliat Layanan Ekspedisi di Tengah Aturan Baru Gratis Ongkir,https://www.cnnindonesia.com/ekonomi/20250519173749-94-1230851/foto-geliat-layanan-ekspedisi-di-tengah-aturan-baru-gratis-ongkir,ekonomi
Prabowo Minta Ara Pindahkan Penjara di Kota dan Sulap Jadi Rumah Warga,https://www.cnnindonesia.com/ekonomi/20250519143201-92-1230762/prabowo-minta-ara-pindahkan-penjara-di-kota-dan-sulap-jadi-rumah-warga,ekonomi
FOTO: Harapan Para Penganggur Mencari Lowongan Lewat Bursa Kerja,https://www.cnnindonesia.com/ekonomi/20250519130905-94-1230714/foto-harapan-para-penganggur-mencari-lowongan-lewat-bursa-kerja,ekonomi
Mendag Respons Keluhan Konsumen soal Aturan Baru Gratis Ongkir Komdigi,https://www.cnnindonesia.com/ekonomi/20250519180917-92-1230864/mendag-respons-keluhan-konsumen-soal-aturan-baru-gratis-ongkir-komdigi,ekonomi
"Aplikator soal Ojol Jadi Karyawan: Berisiko, Pengurangan Jumlah Driver",https://www.cnnindonesia.com/ekonomi/20250519155805-92-1230809/aplikator-soal-ojol-jadi-karyawan-berisiko-pengurangan-jumlah-driver,ekonomi
Ara Heran 70 Kepala Daerah Tak Patuh Aturan Pangkas Biaya Rumah,https://www.cnnindonesia.com/ekonomi/20250519145512-92-1230779/ara-heran-70-kepala-daerah-tak-patuh-aturan-pangkas-biaya-rumah,ekonomi
Ara Gerilya ke Perusahaan Tbk Supaya Alokasikan CSR untuk Rumah Rakyat,https://www.cnnindonesia.com/ekonomi/20250519190225-92-1230889/ara-gerilya-ke-perusahaan-tbk-supaya-alokasikan-csr-untuk-rumah-rakyat,ekonomi
Mendag Beri Sinyal Rencana Setop Sementara Ekspor Kelapa Dibatalkan,https://www.cnnindonesia.com/ekonomi/20250519165818-92-1230838/mendag-beri-sinyal-rencana-setop-sementara-ekspor-kelapa-dibatalkan,ekonomi
Menaker Saksikan Penandatanganan PKB IX 2025-2027 Pertamina dan FSPBB,https://www.cnnindonesia.com/ekonomi/20250519181903-625-1230875/menaker-saksikan-penandatanganan-pkb-ix-2025-2027-pertamina-dan-fspbb,ekonomi
"Gojek, Grab Cs Bersuara soal Rencana Driver Ojol Demo-Matikan Aplikasi",https://www.cnnindonesia.com/ekonomi/20250519182902-92-1230877/gojek-grab-cs-bersuara-soal-rencana-driver-ojol-demo-matikan-aplikasi,ekonomi
Menhub Minta Penjelasan Gojek-Grab soal Argo Goceng yang Diprotes Ojol,https://www.cnnindonesia.com/ekonomi/20250519142023-92-1230758/menhub-minta-penjelasan-gojek-grab-soal-argo-goceng-yang-diprotes-ojol,ekonomi
Menhub soal Ojol Minta Biaya Aplikasi Jadi 10 Persen: Harus Seimbang,https://www.cnnindonesia.com/ekonomi/20250519175130-92-1230859/menhub-soal-ojol-minta-biaya-aplikasi-jadi-10-persen-harus-seimbang,ekonomi
Walkot Kediri Vinanda Raih Outstanding Young Public Leader of the Year,https://www.cnnindonesia.com/ekonomi/20250519175219-97-1230860/walkot-kediri-vinanda-raih-outstanding-young-public-leader-of-the-year,ekonomi
Menteri Ara Ungkap Dugaan Korupsi Bedah Rumah Rp109 M di Sumenep,https://www.cnnindonesia.com/ekonomi/20250519171541-92-1230847/menteri-ara-ungkap-dugaan-korupsi-bedah-rumah-rp109-m-di-sumenep,ekonomi
Pejabat BIN Dikabarkan Akan Diangkat Jadi Bos Bea Cukai,https://www.cnnindonesia.com/ekonomi/20250519161716-92-1230820/pejabat-bin-dikabarkan-akan-diangkat-jadi-bos-bea-cukai,ekonomi
Rupiah Melemah ke Rp16.455 Sore Ini,https://www.cnnindonesia.com/ekonomi/20250519164740-78-1230833/rupiah-melemah-ke-rp16455-sore-ini,ekonomi
IHSG Perkasa di 7.141 Sore Ini,https://www.cnnindonesia.com/ekonomi/20250519163449-92-1230827/ihsg-perkasa-di-7141-sore-ini,ekonomi
Ekonom Bank Mandiri Ungkap Mitigasi untuk Ekonomi Indonesia di 2025,https://www.cnnindonesia.com/ekonomi/20250519155003-625-1230805/ekonom-bank-mandiri-ungkap-mitigasi-untuk-ekonomi-indonesia-di-2025,ekonomi
"Grab, GoTo Cs Bantah Kenakan Biaya Aplikasi di Atas 20 Persen ke Ojol",https://www.cnnindonesia.com/ekonomi/20250519152646-92-1230791/grab-goto-cs-bantah-kenakan-biaya-aplikasi-di-atas-20-persen-ke-ojol,ekonomi
Prabowo Angkat Hadi Poernomo Jadi Penasihat Penerimaan Negara?,https://www.cnnindonesia.com/ekonomi/20250519151215-532-1230784/prabowo-angkat-hadi-poernomo-jadi-penasihat-penerimaan-negara,ekonomi
"Menhub ke GoTo, Grab Cs: Benar Potongan Aplikasi Lebihi 20 Persen?",https://www.cnnindonesia.com/ekonomi/20250519135109-92-1230735/menhub-ke-goto-grab-cs-benar-potongan-aplikasi-lebihi-20-persen,ekonomi
UMK Academy Pertamina Kawal Batik Lokal Apikmen Tembus Pasar Global,https://www.cnnindonesia.com/ekonomi/20250519133905-625-1230732/umk-academy-pertamina-kawal-batik-lokal-apikmen-tembus-pasar-global,ekonomi
Kemnaker Siapkan Ancaman Sanksi ke Perusahaan Tahan Ijazah Pekerja,https://www.cnnindonesia.com/ekonomi/20250519131430-92-1230723/kemnaker-siapkan-ancaman-sanksi-ke-perusahaan-tahan-ijazah-pekerja,ekonomi
"Bank Mandiri Perkuat Ekonomi Desa, Gandeng BUMDes dan UMKM Lokal",https://www.cnnindonesia.com/ekonomi/20250519134459-625-1230733/bank-mandiri-perkuat-ekonomi-desa-gandeng-bumdes-dan-umkm-lokal,ekonomi
IDSurvey Resmi Partisipasi di Indonesia International Halal Festival,https://www.cnnindonesia.com/ekonomi/20250519130740-97-1230712/idsurvey-resmi-partisipasi-di-indonesia-international-halal-festival,ekonomi
Halal Festival 2025 bakal Jadi Peluang UMKM Tembus Pasar Internasional,https://www.cnnindonesia.com/ekonomi/20250519122358-97-1230679/halal-festival-2025-bakal-jadi-peluang-umkm-tembus-pasar-internasional,ekonomi
Daftar 5 Tuntutan Ojol Dalam Demo Besar-Matikan Aplikasi Besok,https://www.cnnindonesia.com/ekonomi/20250519121517-92-1230674/daftar-5-tuntutan-ojol-dalam-demo-besar-matikan-aplikasi-besok,ekonomi
